"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
1.767329176E0,-3.669559956E-2,-1.925277710E-2,-1.271516681E-1
1.772106676E0,-3.523015976E-2,-1.364707947E-2,-1.183876395E-1
1.776884124E0,-5.637705326E-2,-2.053356171E-2,-1.087712049E-1
1.781661572E0,-5.197513103E-2,-2.025985718E-2,-8.096551895E-2
1.786439072E0,-5.884504318E-2,-4.552841187E-3,-5.226808786E-2
1.791216519E0,-4.610133171E-2,-1.435279846E-3,-2.680009604E-2
1.795993967E0,-5.361032486E-2,3.434181213E-3,-9.188115597E-3
1.800771467E0,-4.443633556E-2,3.517150879E-3,1.127344370E-2
1.805548915E0,-4.538679123E-2,5.372047424E-3,4.003340006E-2
1.810326363E0,-5.284321308E-2,6.017684937E-3,6.154590845E-2
1.815103811E0,-5.438303947E-2,1.078128815E-2,8.185660839E-2
1.819881311E0,-6.622076035E-3,3.271198273E-2,1.151095629E-1
1.824658759E0,1.327669621E-2,3.069210052E-2,1.493584514E-1
1.829436207E0,4.487478733E-2,2.333927155E-2,1.721667647E-1
1.834213707E0,6.618309021E-2,4.096889496E-2,2.084851265E-1
1.838991155E0,1.064944267E-1,1.633930206E-2,2.264649868E-1
1.843768603E0,1.116898060E-1,2.587318420E-3,1.914403439E-1
1.848546103E0,8.489346504E-2,1.500892639E-2,1.330746412E-1
1.853323551E0,4.235768318E-2,4.758834839E-3,1.307665706E-1
1.858100999E0,3.702962399E-2,-1.609611511E-2,8.785688877E-2
1.862878499E0,3.007352352E-2,-3.500270844E-2,-7.199227810E-3
1.867655947E0,2.728164196E-2,-2.115154266E-2,1.087111235E-2
1.872433394E0,3.273534775E-2,3.851890564E-3,-3.360939026E-2
1.877210894E0,3.408741951E-2,-8.102416992E-3,-1.223421693E-1
1.881988342E0,4.141211510E-2,-6.887435913E-3,-1.694996357E-1
1.886765790E0,4.879760742E-2,-6.223678589E-3,-2.130266428E-1
1.891543238E0,2.106559277E-2,-2.092456818E-2,-2.618146539E-1
1.896320738E0,-1.477766037E-2,-5.763053894E-3,-3.159579039E-1
1.901098186E0,-1.007454395E-1,-2.920341492E-2,-3.439520001E-1
1.905875634E0,-1.535065174E-1,-6.072616577E-2,-3.409231007E-1
1.910653134E0,-2.065800428E-1,-6.469154358E-2,-3.051320314E-1
1.915430582E0,-2.315007448E-1,-5.320835114E-2,-2.325328588E-1
1.920208030E0,-1.982109547E-1,-4.184913635E-2,-1.468684673E-1
1.924985530E0,-1.308995485E-1,-2.172565460E-2,-8.601373434E-2
1.929762978E0,-6.537151337E-2,-7.629394531E-6,-5.955338478E-3
1.934540426E0,-1.154112816E-2,3.814411163E-2,6.179106236E-2
1.939317926E0,2.645099163E-2,6.824970245E-2,1.090824008E-1
1.944095374E0,3.526270390E-2,6.965446472E-2,1.140143275E-1
1.948872822E0,2.276587486E-2,6.097316742E-2,1.190744638E-1
1.953650269E0,-6.205081940E-3,5.888366699E-2,1.093953848E-1
1.958427769E0,-3.845798969E-2,3.428459167E-2,1.038488746E-1
1.963205217E0,-7.181215286E-2,1.816844940E-2,6.623828411E-2
1.967982665E0,-7.238674164E-2,1.226425171E-2,2.814078331E-2
1.972760165E0,-6.824684143E-2,-4.251480103E-3,1.342058182E-3
1.977537613E0,-6.489920616E-2,-4.030227661E-3,-3.553581238E-2
1.982315061E0,-6.996417046E-2,3.471374512E-4,-2.964484692E-2
1.987092561E0,-6.664919853E-2,-1.249313354E-2,-3.288555145E-2
1.991870009E0,-5.150473118E-2,-2.676010132E-3,-2.612316608E-2
1.996647457E0,-6.917226315E-2,2.306842804E-2,-3.190052509E-2
2.001424905E0,-3.799021244E-2,2.546310425E-2,-2.207827568E-2
2.006202405E0,-3.672516346E-2,2.012634277E-2,-8.783102036E-3
2.010979853E0,-2.657032013E-2,-1.305675507E-2,1.045554876E-2
2.015757301E0,-1.354908943E-2,-1.514244080E-2,1.497405767E-2
2.020534801E0,-8.938908577E-3,-2.967548370E-2,3.319323063E-2
2.025312249E0,-6.203770638E-3,-4.054641724E-2,2.643495798E-2
2.030089697E0,-6.511688232E-3,-4.719161987E-2,7.965683937E-3
2.034867197E0,-1.454687119E-2,-2.058029175E-2,-1.197177172E-2
2.039644644E0,-2.377378941E-2,-2.800273895E-2,-1.587677002E-2
2.044422092E0,-2.756106853E-2,-1.578521729E-2,-2.388715744E-2
2.049199540E0,-2.962040901E-2,-7.247924805E-3,-2.644580603E-2
2.053977040E0,-1.984632015E-2,-1.749992371E-3,-3.856283426E-2
2.058754488E0,-1.785790920E-2,4.898071289E-3,-4.472529888E-2
2.063531936E0,-8.164286613E-3,2.751445770E-2,-4.256981611E-2
2.068309436E0,-5.701422691E-3,4.103088379E-2,-2.733403444E-2
2.073086884E0,1.955032349E-4,5.501651764E-2,-1.052594185E-2
2.077864332E0,2.329087257E-2,5.287075043E-2,1.274162531E-2
2.082641832E0,1.716792583E-2,3.235244751E-2,3.591418266E-2
2.087419280E0,2.299058437E-2,1.080989838E-2,4.482001066E-2
2.092196728E0,4.007232189E-2,-4.720687866E-4,6.564229727E-2
2.096974176E0,1.959145069E-2,-2.947425842E-2,9.647953510E-2
2.101751676E0,3.669047356E-2,-2.502441406E-2,1.171628833E-1
2.106529124E0,4.897212982E-2,-2.298831940E-2,1.675443053E-1
2.111306572E0,4.928505421E-2,-1.328468323E-2,1.863491535E-1
2.116084072E0,4.500448704E-2,-1.299858093E-3,1.105616093E-1
2.120861519E0,2.780163288E-2,1.117801666E-2,-6.761097908E-2
2.125638967E0,-2.556025982E-2,4.611492157E-2,-7.989037037E-2
2.130416415E0,-1.064299345E-1,3.334712982E-2,-2.291426659E-1
2.135193915E0,-1.332855225E-1,-2.674007416E-2,-3.135463595E-1
2.139971363E0,-1.500846148E-1,-1.694107056E-2,-2.730051875E-1
2.144748811E0,-1.099294424E-1,-4.250526428E-3,-2.195116878E-1
2.149526311E0,-2.274703979E-2,-2.961635590E-2,-1.561780572E-1
2.154303759E0,6.797420979E-2,-3.041839600E-2,-7.272112370E-2
2.159081207E0,1.230494976E-1,-4.543590546E-2,8.933603764E-3
2.163858655E0,1.130713224E-1,-1.169109344E-2,8.065658808E-2
2.168636155E0,8.187651634E-2,-7.297515869E-3,1.127628684E-1
2.173413603E0,4.213118553E-2,-5.331993103E-3,1.248435378E-1
2.178191051E0,3.336668015E-3,1.438236237E-2,1.152856946E-1
2.182968551E0,-1.736545563E-2,9.573936462E-3,1.281138659E-1
2.187745999E0,-1.178407669E-2,-8.859634399E-3,1.345616579E-1
2.192523447E0,1.331067085E-2,-3.439903259E-3,1.270124912E-1
2.197300894E0,3.583359718E-2,7.286071777E-4,1.156179905E-1
2.202078394E0,4.873979092E-2,-2.242183685E-2,9.076160192E-2
2.206855842E0,5.789506435E-2,-2.877902985E-2,6.483578682E-2
2.211633290E0,5.815231800E-2,-6.532669067E-4,3.432559967E-2
2.216410790E0,4.064917564E-2,1.716899872E-2,9.297549725E-3
2.221188238E0,2.395534515E-2,3.249454498E-2,-1.862281561E-2
2.225965686E0,1.569545269E-2,3.346443176E-2,-1.321554184E-2
2.230743134E0,-1.148390770E-2,5.935573578E-2,-1.334816217E-2
2.235520634E0,-1.994454861E-2,3.819370270E-2,-7.643759251E-3
2.240298082E0,-1.063728333E-2,2.669429779E-2,1.329159737E-2
2.245075530E0,-2.091801167E-2,8.766174316E-3,1.874637604E-2
2.249853030E0,-1.986300945E-2,-9.604454041E-3,3.360497952E-2
2.254630478E0,-8.706688881E-3,-9.438514709E-3,3.837406635E-2
2.259407926E0,-1.433205605E-2,-3.125095367E-2,6.105118990E-2
2.264185426E0,-1.105368137E-2,-3.657341003E-3,7.171541452E-2
2.268962874E0,-4.775166512E-3,1.746177673E-3,5.526280403E-2
2.273740322E0,-1.986825466E-2,-1.661682129E-2,4.071927071E-2
2.278517769E0,-1.464104652E-2,-6.357192993E-3,1.394689083E-2
2.283295269E0,-3.905689716E-2,1.984119415E-2,-8.979499340E-3
2.288072717E0,-4.197001457E-2,7.247924805E-4,-9.181857109E-3
2.292850165E0,-3.655064106E-2,-3.987312317E-3,-1.894247532E-2
2.297627665E0,-2.707624435E-2,-1.637554169E-2,-1.444756985E-2
2.302405113E0,-1.471579075E-2,-1.358032227E-3,-1.193642616E-2
2.307182561E0,-3.564357758E-5,2.273559570E-3,9.533226490E-3
2.311960061E0,1.440966129E-2,1.238632202E-2,3.429329395E-2
2.316737509E0,1.037859917E-2,1.233577728E-2,4.876703024E-2
2.321514957E0,2.239954472E-2,1.702404022E-2,4.896122217E-2
2.326292405E0,1.776516438E-2,2.101898193E-3,6.583142281E-2
2.331069905E0,1.321077347E-3,6.277084351E-3,6.136155128E-2
2.335847353E0,4.667401314E-3,-2.038955688E-3,5.351072550E-2
2.340624801E0,6.799697876E-3,-1.444911957E-2,5.355542898E-2
2.345402249E0,2.729284763E-2,-1.906394958E-2,7.395976782E-2
2.350179749E0,6.719112396E-3,-2.363491058E-2,6.990242004E-2
2.354957197E0,3.448724747E-3,-3.530597687E-2,7.067877054E-2
2.359734644E0,2.514719963E-3,-1.783657074E-2,6.862759590E-2
2.364512144E0,-1.099109650E-4,9.059906006E-5,8.091068268E-2
2.369289592E0,-1.760256290E-2,9.558677673E-3,9.181845188E-2
2.374067040E0,-2.609467506E-2,2.604579926E-2,6.833940744E-2
2.378844540E0,-1.321971416E-2,1.271247864E-2,6.359410286E-2
2.383621988E0,1.139736176E-2,-2.302169800E-3,5.067700148E-2
2.388399436E0,2.215909958E-2,-6.530761719E-3,5.347776413E-2
2.393176884E0,4.118883610E-2,-3.612518311E-3,4.577296972E-2
2.397954384E0,6.433033943E-2,-8.417129517E-3,2.457505465E-2
2.402731832E0,3.923797607E-2,-3.335094452E-2,-1.954114437E-2
2.407509280E0,2.378976345E-2,-5.096149445E-2,-6.514847279E-2
2.412286780E0,4.274845123E-3,-5.419063568E-2,-8.969134092E-2
2.417064228E0,-6.823658943E-3,-2.950286865E-2,-1.035343409E-1
2.421841676E0,-1.908576488E-2,-1.332092285E-2,-8.723491430E-2
2.426619124E0,-1.353669167E-2,-1.209831238E-2,-7.189416885E-2
2.431396624E0,-9.285807610E-3,-3.175735474E-3,-5.799084902E-2
2.436174072E0,-1.863431931E-2,-7.949829102E-3,-3.421747684E-2
2.440951519E0,-2.203571796E-2,5.115509033E-3,-1.137381792E-2
2.445729019E0,-9.415626526E-3,-2.702903748E-2,3.629142046E-2
2.450506467E0,-2.602541447E-2,-1.798534393E-2,4.859805107E-2
2.455283915E0,-4.138529301E-2,-1.336097717E-3,5.622923374E-2
2.460061363E0,-2.882766724E-2,1.574134827E-2,6.983935833E-2
2.464838863E0,-1.399111748E-2,1.605224609E-2,7.164871693E-2
2.469616311E0,4.283344746E-2,2.466583252E-2,1.001330018E-1
2.474393759E0,6.426322460E-2,2.015590668E-2,1.190595627E-1
2.479171207E0,7.887542248E-2,2.218723297E-2,1.348710060E-1
2.483948707E0,9.580814838E-2,4.498577118E-2,1.765549779E-1
2.488726155E0,1.008061171E-1,4.208946228E-2,1.996168494E-1
2.493503603E0,1.047730446E-1,2.972507477E-2,2.039472461E-1
2.498281103E0,8.034944534E-2,3.108692169E-2,1.405134797E-1
2.503058551E0,5.078065395E-2,7.333850861E-2,1.200894713E-1
2.507835999E0,6.003761292E-2,3.631687164E-2,1.030994058E-1
2.512613447E0,6.350815296E-2,-9.277343750E-3,-2.496969700E-2
2.517390947E0,4.514181614E-2,-2.304744720E-2,-8.702808619E-2
2.522168394E0,1.910948753E-2,-7.059097290E-3,-1.118226647E-1
2.526945842E0,1.572895050E-2,-6.625175476E-3,-1.757955551E-1
2.531723342E0,2.189099789E-2,-8.277893066E-4,-2.044978142E-1
2.536500790E0,1.786792278E-2,-3.953933716E-3,-2.481582761E-1
2.541278238E0,6.263136864E-3,1.921653748E-3,-3.010393977E-1
2.546055686E0,-3.919529915E-2,-2.278327942E-3,-3.426145017E-1
2.550833186E0,-7.546007633E-2,1.449584961E-4,-3.438491225E-1
2.555610634E0,-1.067767143E-1,-2.055072784E-2,-3.344832361E-1
2.560388082E0,-1.427681446E-1,-4.996871948E-2,-2.740718126E-1
2.565165582E0,-1.375571489E-1,-6.430244446E-2,-2.119613290E-1
2.569943030E0,-1.075936556E-1,-6.667232513E-2,-1.545625925E-1
2.574720478E0,-7.212793827E-2,-4.296875000E-2,-8.858138323E-2
2.579497926E0,-2.088391781E-2,7.818222046E-3,-2.173537016E-2
2.584275426E0,2.642774582E-2,4.513168335E-2,2.923732996E-2
2.589052874E0,7.831823826E-2,4.479885101E-2,7.808196545E-2
2.593830322E0,1.180019379E-1,2.964305878E-2,1.266859174E-1
2.598607822E0,1.172708273E-1,3.362274170E-2,1.520107388E-1
2.603385269E0,7.274627686E-2,2.570533752E-2,1.625374556E-1
2.608162717E0,1.844382286E-2,2.376174927E-2,1.380996108E-1
2.612940165E0,-2.478682995E-2,7.583618164E-3,9.313255548E-2
2.617717665E0,-7.075333595E-2,1.940250397E-2,4.966646433E-2
2.622495113E0,-1.045995951E-1,2.398777008E-2,1.417446136E-2
2.627272561E0,-1.175473928E-1,1.784801483E-2,-3.488832712E-2
2.632050009E0,-1.233797073E-1,4.844665527E-4,-6.894332170E-2
2.636827509E0,-9.663653374E-2,-1.554012299E-2,-9.650492668E-2
2.641604957E0,-7.615876198E-2,-1.363563538E-2,-1.187354922E-1
2.646382405E0,-3.335309029E-2,-1.114654541E-2,-1.047948003E-1
2.651159905E0,-2.135276794E-3,-1.755619049E-2,-6.262814999E-2
2.655937353E0,2.416038513E-2,-2.329444885E-2,-2.449131012E-2
2.660714801E0,5.625796318E-2,-2.126026154E-2,1.043468714E-2
2.665492249E0,7.034575939E-2,-2.221107483E-2,6.598389149E-2
2.670269749E0,8.849120140E-2,-1.221656799E-3,1.035206318E-1
2.675047197E0,5.608868599E-2,1.008892059E-2,1.154423356E-1
2.679824644E0,4.230499268E-2,6.438255310E-3,1.181032062E-1
2.684602092E0,4.415392876E-2,1.468563080E-2,1.120446324E-1
2.689379592E0,1.450765133E-2,-3.013610840E-4,1.045135856E-1
2.694157040E0,9.427547455E-3,1.388549805E-2,8.896118402E-2
2.698934488E0,1.204061508E-2,1.239776611E-3,6.472623348E-2
2.703711988E0,2.116680145E-2,-1.486682892E-2,5.147409439E-2
2.708489436E0,2.669072151E-2,-2.728652954E-2,2.719730139E-2
2.713266884E0,3.571653366E-2,-2.714061737E-2,1.669001579E-2
2.718044384E0,6.180500984E-2,-2.937793732E-2,5.062937737E-3
2.722821832E0,5.985689163E-2,4.434585571E-4,7.817149162E-3
2.727599280E0,6.098985672E-2,1.580810547E-2,2.146542072E-3
2.732376728E0,5.624353886E-2,1.681804657E-2,2.084374428E-2
2.737154228E0,3.978192806E-2,7.758140564E-3,4.114836454E-2
2.741931676E0,3.886711597E-2,1.182174683E-2,7.137137651E-2
2.746709124E0,4.756200314E-2,-1.082611084E-2,8.891957998E-2
2.751486572E0,4.959750175E-2,-6.019592285E-3,1.206935644E-1
2.756264072E0,4.935967922E-2,-1.726627350E-2,1.524138451E-1
2.761041519E0,5.147612095E-2,-1.181030273E-2,1.761285663E-1
2.765818967E0,4.172444344E-2,-4.046440125E-3,1.500719786E-1
2.770596467E0,1.200163364E-2,-3.469467163E-3,-2.197355032E-2
2.775373915E0,-4.010462761E-2,-4.061698914E-3,-4.236978292E-2
2.780151363E0,-4.984271526E-2,-1.708412170E-2,-5.202376842E-2
2.784928811E0,-7.248020172E-2,-4.595947266E-2,-1.427478194E-1
2.789706311E0,-7.771515846E-2,-1.941204071E-2,-1.966609955E-1
2.794483759E0,-6.466853619E-2,-1.386260986E-2,-1.269190311E-1
2.799261207E0,-1.029956341E-2,-2.082824707E-2,-4.419559240E-2
2.804038655E0,5.496335030E-2,-1.822185516E-2,-1.983880997E-3
2.808816155E0,1.049839258E-1,-2.037334442E-2,6.437700987E-2
2.813593603E0,1.066015959E-1,-1.159667969E-3,1.369503736E-1
2.818371051E0,7.381772995E-2,-2.291679382E-3,1.646674275E-1
2.823148499E0,3.244483471E-2,-1.412868500E-2,1.677271128E-1
2.827925999E0,9.870529175E-4,-3.757476807E-4,1.723312140E-1
2.832703447E0,-1.303017139E-2,-1.049709320E-2,1.754394770E-1
2.837480894E0,-2.575302124E-2,-1.462650299E-2,1.508824825E-1
2.842258394E0,-5.114078522E-4,-6.882667542E-3,1.194750667E-1
2.847035842E0,-6.369590759E-3,-2.115821838E-2,9.483373165E-2
2.851813290E0,8.772611618E-4,-1.928234100E-2,7.616341114E-2
2.856590738E0,1.627480984E-2,3.719329834E-4,6.221395731E-2
2.861368238E0,1.550412178E-2,-1.481056213E-3,5.589616299E-2
2.866145686E0,1.298320293E-2,1.864433289E-2,4.299670458E-2
2.870923134E0,1.705455780E-2,1.785945892E-2,3.898108006E-2
2.875700582E0,3.051507473E-2,4.021644592E-3,2.900320292E-2
2.880478082E0,1.957428455E-2,-1.381874084E-3,1.903080940E-2
2.885255530E0,1.761221886E-2,3.709793091E-4,3.235191107E-2
2.890032978E0,3.209829330E-3,-2.101993561E-2,1.223367453E-2
2.894810478E0,-8.049368858E-3,-1.909065247E-2,1.132053137E-2
2.899587926E0,-9.742259979E-3,-2.488708496E-2,-6.260931492E-3
2.904365374E0,-1.023209095E-2,-1.580810547E-2,-2.278029919E-3
2.909142822E0,-2.438068390E-2,-5.025863647E-3,-9.057044983E-3
2.913920322E0,-2.594637871E-2,-1.568508148E-2,-2.528345585E-2
2.918697769E0,-2.218699455E-2,-6.098747253E-3,-1.697546244E-2
2.923475217E0,-1.732730865E-2,3.403663635E-3,-1.830822229E-2
2.928252717E0,-4.837393761E-3,-3.800392151E-3,-2.425879240E-2
2.933030165E0,1.471602917E-2,3.442764282E-4,-2.135926485E-2
2.937807613E0,1.632130146E-2,1.394653320E-2,-1.372087002E-2
2.942585061E0,1.202738285E-2,1.321887970E-2,-3.593212366E-2
2.947362561E0,2.135467529E-2,1.485919952E-2,-3.661620617E-2
2.952140009E0,3.889858723E-2,-3.087997437E-3,-3.617876768E-2
2.956917457E0,5.570125580E-2,-2.799510956E-2,-3.169000149E-2
2.961694905E0,6.349003315E-2,-3.251361847E-2,-3.443223238E-2
2.966472405E0,6.356227398E-2,-1.740360260E-2,-2.711033821E-2
2.971249853E0,5.652379990E-2,1.361083984E-2,-6.940186024E-3
2.976027301E0,3.821480274E-2,9.366035461E-3,-9.936094284E-5
2.980804749E0,3.554868698E-2,1.227760315E-2,-4.467546940E-3
2.985582249E0,3.703033924E-2,2.585029602E-2,8.253037930E-3
2.990359697E0,2.663505077E-2,2.566814423E-2,1.313519478E-2
2.995137144E0,3.294432163E-2,4.127502441E-3,7.361590862E-3
2.999914592E0,1.433360577E-2,7.098197937E-3,1.882582903E-2
3.004692092E0,1.781678200E-2,-7.160186768E-3,3.076815605E-2
3.009469540E0,5.256891251E-3,-2.070903778E-2,2.486193180E-2
3.014246988E0,2.832818031E-2,-1.162242889E-2,2.026164532E-2
3.019024488E0,3.158867359E-2,-1.685047150E-2,1.503551006E-2
3.023801936E0,2.176606655E-2,-3.643035889E-3,-1.508766413E-2
3.028579384E0,1.973962784E-2,1.953887939E-2,-4.141581059E-2
3.033356884E0,2.787148952E-2,1.111030579E-2,-4.925930500E-2
3.038134332E0,1.812827587E-2,1.403236389E-2,-6.785917282E-2
3.042911780E0,1.206457615E-2,8.643150330E-3,-8.344560862E-2
3.047689228E0,2.975702286E-3,-1.331615448E-2,-1.092036366E-1
3.052466728E0,1.052141190E-3,-3.389358521E-2,-9.875303507E-2
3.057244176E0,1.510739326E-3,-2.819061279E-2,-7.959169149E-2
3.062021624E0,2.565467358E-2,-1.305007935E-2,-6.949061155E-2
3.066799072E0,2.114987373E-2,6.121635437E-3,-3.042376041E-2
3.071576572E0,8.384346962E-3,2.157783508E-2,5.937814713E-3
3.076354019E0,-9.041905403E-3,1.613426208E-2,2.959072590E-2
3.081131467E0,-1.859843731E-2,4.796028137E-3,3.713148832E-2
3.085908915E0,-2.095890045E-2,1.015186310E-2,4.476130009E-2
3.090686415E0,-2.398860455E-2,1.201629639E-3,6.720322371E-2
3.095463863E0,2.647638321E-3,-5.655288696E-4,9.784734249E-2
3.100241311E0,3.316783905E-2,2.318191528E-2,1.181491017E-1
3.105018759E0,4.324686527E-2,3.901386261E-2,1.472051740E-1
3.109796259E0,6.636989117E-2,2.208423615E-2,1.857186556E-1
3.114573707E0,5.373370647E-2,-6.573677063E-3,2.008805275E-1
3.119351155E0,5.851376057E-2,-3.500461578E-2,1.961160898E-1
3.124128655E0,5.213069916E-2,-3.652954102E-2,1.326892972E-1
3.128906103E0,1.906943321E-2,4.682540894E-4,9.637504816E-2
3.133683551E0,2.842295170E-2,6.883621216E-3,1.175901890E-1
3.138460999E0,5.032646656E-2,-3.242778778E-2,3.455018997E-2
3.143238499E0,2.934277058E-2,-2.337074280E-2,-1.563721895E-2
3.148015947E0,1.316952705E-2,-2.537727356E-3,-4.236721992E-2
3.152793394E0,1.555931568E-2,2.733230591E-3,-1.160440445E-1
3.157570842E0,1.139068604E-2,-4.486083984E-3,-1.157121658E-1
3.162348342E0,1.432895660E-4,-3.671646118E-4,-1.207755208E-1
3.167125790E0,-1.220881939E-2,-5.737304688E-3,-2.098966241E-1
3.171903238E0,-5.295503139E-2,-2.700996399E-2,-2.451510429E-1
3.176680738E0,-1.071616411E-1,-3.680419922E-2,-2.606589198E-1
3.181458186E0,-1.415178776E-1,-2.810955048E-2,-2.724475265E-1
3.186235634E0,-1.524873972E-1,-3.489303589E-2,-2.547848225E-1
3.191013082E0,-1.522209644E-1,-5.528068542E-2,-2.088978291E-1
3.195790582E0,-1.449561119E-1,-3.636646271E-2,-1.556966305E-1
3.200568030E0,-1.076989174E-1,-3.249359131E-2,-9.326827526E-2
3.205345478E0,-5.882608891E-2,-1.364707947E-3,-4.366964102E-2
3.210122926E0,6.852149963E-3,2.831268311E-2,3.811419010E-3
3.214900426E0,5.312180519E-2,3.758716583E-2,6.407713890E-2
3.219677874E0,8.022010326E-2,3.731346130E-2,1.157056093E-1
3.224455322E0,7.696914673E-2,4.595851898E-2,1.278636456E-1
3.229232769E0,5.900359154E-2,4.800605774E-2,1.341705918E-1
3.234010269E0,1.632535458E-2,3.046512604E-2,1.238839626E-1
3.238787717E0,-2.725756168E-2,2.670288086E-2,9.349930286E-2
3.243565165E0,-4.625630379E-2,1.049804688E-2,5.500626564E-2
3.248342613E0,-5.982804298E-2,8.673667908E-3,2.313369513E-2
3.253120113E0,-6.629514694E-2,-1.272392273E-2,-3.870725632E-3
3.257897561E0,-5.209755898E-2,-1.922607422E-3,-2.608716488E-2
3.262675009E0,-7.715106010E-3,-1.372146606E-2,-5.133712292E-2
3.267452509E0,-2.018666267E-2,8.201599121E-5,-4.693907499E-2
3.272229957E0,-2.902507782E-3,1.022243500E-2,-4.272437096E-2
3.277007405E0,1.487302780E-2,2.491950989E-3,-4.212146997E-2
3.281784853E0,1.950371265E-2,1.144695282E-2,-2.907145023E-2
3.286562353E0,2.947545052E-2,1.913261414E-2,-1.476496458E-2
3.291339801E0,3.819799423E-2,3.031063080E-2,1.374894381E-2
3.296117249E0,4.748821259E-2,2.836227417E-3,4.213321209E-2
3.300894697E0,5.495178699E-2,2.185535431E-2,5.144727230E-2
3.305672197E0,5.176365376E-2,5.124092102E-3,7.449716330E-2
3.310449644E0,5.160021782E-2,1.575469971E-3,6.428843737E-2
3.315227092E0,5.197060108E-2,-6.114959717E-3,6.612551212E-2
3.320004592E0,2.816677094E-2,1.416110992E-2,6.385755539E-2
3.324782040E0,1.520884037E-2,5.187988281E-3,5.101335049E-2
3.329559488E0,2.434229851E-2,1.630783081E-3,4.426991940E-2
3.334336936E0,1.853430271E-2,-1.313209534E-3,5.127274990E-2
3.339114436E0,1.103234291E-2,-6.742477417E-4,2.743816376E-2
3.343891884E0,1.548516750E-2,1.598358154E-2,2.870458364E-2
3.348669332E0,1.396071911E-2,1.648426056E-2,3.411042690E-2
3.353446780E0,2.469182014E-3,7.507324219E-3,4.600125551E-2
3.358224280E0,2.494406700E-2,4.540443420E-3,4.603570700E-2
3.363001728E0,1.760292053E-2,-1.354217529E-3,6.199997663E-2
3.367779176E0,-3.410577774E-4,2.284049988E-3,6.490349770E-2
3.372556624E0,8.381605148E-4,8.257865906E-3,7.614374161E-2
3.377334124E0,-1.292717457E-2,-6.613731384E-3,9.454226494E-2
3.382111311E0,7.840156555E-3,-7.135391235E-3,1.307365298E-1
3.386889019E0,1.605498791E-2,1.608085632E-2,1.441962123E-1
3.391666519E0,1.545321941E-2,1.951026917E-2,9.930795431E-2
3.396443967E0,-3.440856934E-3,1.046371460E-2,-5.486929417E-2
3.401221415E0,-1.400136948E-2,-8.506774902E-4,-1.555281878E-2
3.405998863E0,-3.643476963E-2,-1.261901855E-2,-4.784846306E-2
3.410776363E0,-6.339931488E-2,-4.501819611E-2,-1.335630417E-1
3.415553811E0,-5.930221081E-2,-6.764888763E-2,-2.097721100E-1
3.420331259E0,-1.028313637E-1,-2.070713043E-2,-1.975795627E-1
3.425108707E0,-8.572459221E-2,-2.063751221E-3,-1.032231450E-1
3.429886207E0,-3.564596176E-3,-2.332019806E-2,-1.334446669E-2
3.434663655E0,7.911646366E-2,-3.015232086E-2,4.605925083E-2
3.439441103E0,1.126171350E-1,-1.377582550E-2,9.976363182E-2
3.444218551E0,1.145731211E-1,-1.353836060E-2,1.389903426E-1
3.448996051E0,7.985401154E-2,-6.784439087E-3,1.633767486E-1
3.453773499E0,3.366541862E-2,-1.671886444E-2,1.654753089E-1
3.458550947E0,-4.479098320E-2,-2.284049988E-3,1.518709064E-1
3.463328447E0,-8.589303493E-2,-7.586479187E-3,1.469841003E-1
3.468105894E0,-1.250512600E-1,3.111839294E-3,1.305248141E-1
3.472883342E0,-9.400105476E-2,1.251411438E-2,1.183515191E-1
3.477660790E0,-4.442584515E-2,-1.379489899E-2,1.145819426E-1
3.482438290E0,-1.908278465E-2,-6.671905518E-3,8.764404058E-2
3.487215738E0,4.401493073E-2,-1.384735107E-3,7.749211788E-2
3.491993186E0,5.326187611E-2,9.155273438E-4,7.382148504E-2
3.496770634E0,6.841182709E-2,1.507663727E-2,6.418794394E-2
3.501548134E0,7.993435860E-2,2.260684967E-2,5.404239893E-2
3.506325582E0,7.425022125E-2,7.534980774E-3,5.657660961E-2
3.511103030E0,4.548203945E-2,1.809024811E-2,4.374933243E-2
3.515880530E0,3.230226040E-2,2.735233307E-2,2.811777592E-2
3.520657978E0,2.815628052E-2,2.347278595E-2,1.220399141E-2
3.525435426E0,2.942478657E-2,2.853202820E-2,-4.764199257E-3
3.530212874E0,4.243028164E-2,1.810073853E-2,-4.941403866E-3
3.534990322E0,4.473900795E-2,1.073074341E-2,-5.633473396E-3
3.539767822E0,3.811442852E-2,5.790710449E-3,-1.400864124E-2
3.544545269E0,2.677619457E-2,1.689147949E-2,-2.218276262E-2
3.549322717E0,3.337800503E-2,7.148742676E-3,-3.445339203E-2
3.554100165E0,3.639650345E-2,2.359294891E-2,-5.135285854E-2
3.558877665E0,1.566517353E-2,5.486488342E-3,-4.429942369E-2
3.563655113E0,1.641595364E-2,-1.247787476E-2,-3.731596470E-2
3.568432561E0,1.422953606E-2,-2.137947083E-2,-5.538529158E-2
3.573210061E0,1.200532913E-2,-1.123332977E-2,-4.780584574E-2
3.577987509E0,6.838440895E-3,4.758834839E-3,-5.627584457E-2
